symbol,name,price,exchange,exchangeShortName,type
1870.HK,Acme International Holdings Limited,1.85,HKSE,HKSE,stock
3318.HK,China Boton Group Company Limited,1.62,HKSE,HKSE,stock
CRZK.DE,CR Capital AG,26.3,Frankfurt Stock Exchange,XETRA,stock
1848.T,Fuji P.S Corporation,453.0,Tokyo,JPX,stock
WSRC,Western Sierra Resource Corporation,0.0092,Other OTC,PNK,stock
AIQUY,L'Air Liquide S.A.,41.3,Other OTC,PNK,stock
PROZONER.BO,Prozone Realty Limited,32.24,Bombay Stock Exchange,BSE,stock
HHH,ETFMG Real Estate Tech ETF,69.25,New York Stock Exchange Arca,AMEX,etf
UKOMW,Ucommune International Ltd,0.0072,NASDAQ Capital Market,NASDAQ,stock
SPP1.DE,SPDR MSCI ACWI UCITS ETF,18.48,Frankfurt Stock Exchange,XETRA,etf
ALLT,Allot Ltd.,2.2,NASDAQ Global Select,NASDAQ,stock
5398.KL,Gamuda Berhad,5.2,Kuala Lumpur,KLS,stock
5UL.SI,Atlantic Navigation Holdings (Singapore) Limited,0.305,Stock Exchange of Singapore,SES,stock
SPALI-R.BK,Supalai Public Company Limited,21.0,Thailand,SET,stock
GPX.ST,Gasporox AB (publ),12.4,Stockholm Stock Exchange,STO,stock
1529.HK,Yues International Holdings Group Limited,0.13,HKSE,HKSE,stock
PETKM.IS,Petkim Petrokimya Holding Anonim Sirketi,18.44,Istanbul Stock Exchange,IST,stock
CVR,Chicago Rivet & Machine Co.,16.45,American Stock Exchange,AMEX,stock
CDEVY,City Developments Limited,4.29,Other OTC,PNK,stock
1894.HK,Hang Yick Holdings Company Limited,0.061,HKSE,HKSE,stock
FXNAX,Fidelity U.S. Bond Index Fund,10.18,NASDAQ,NASDAQ,trust
AMTB,Amerant Bancorp Inc.,22.29,NASDAQ Global Select,NASDAQ,stock
AMS.SW,ams-OSRAM AG,1.007,Swiss Exchange,SIX,stock
007570.KS,"Ilyang Pharmaceutical Co.,Ltd",14210.0,KSE,KSC,stock
GOO2.L,Leverage Shares 2x Alphabet ETC A,73.76,London Stock Exchange,LSE,etf
SPRV,"Web To Door, Inc.",0.00015,Other OTC,PNK,stock
600615.SS,"Shanghai Fenghwa Group Co., Ltd",12.83,Shanghai,SHH,stock
4569.T,"KYORIN Holdings, Inc.",1790.0,Tokyo,JPX,stock
HLLPF,Hello Pal International Inc.,0.0001,Other OTC,PNK,stock
122260.KS,KOSEF MSB,103390.0,KSE,KSC,etf
DLICY,"Dai-ichi Life Holdings, Inc.",24.828,Other OTC,PNK,stock
HLNCF,Haleon plc,4.02,Other OTC,PNK,stock
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,1621.65,National Stock Exchange of India,NSE,stock
8083.HK,China Youzan Limited,0.08,HKSE,HKSE,stock
SLNH,"Soluna Holdings, Inc.",2.91,NASDAQ Capital Market,NASDAQ,stock
GYT.BK,Goodyear (Thailand) Public Company Limited,186.0,Thailand,SET,stock
MNRA.TA,Menara Ventures Xl - Limited Partnership,495.7,Tel Aviv,TLV,stock
ONEXF,Onex Corporation,74.05,Other OTC,PNK,stock
600572.SS,"Zhejiang CONBA Pharmaceutical Co.,Ltd.",4.88,Shanghai,SHH,stock
CORE.DE,Coreo AG,0.276,Frankfurt Stock Exchange,XETRA,stock
6158.HK,Zhenro Properties Group Limited,0.07,HKSE,HKSE,stock
IDEXY,"Industria de Diseño Textil, S.A.",24.75,Other OTC,PNK,stock
600721.SS,"Xinjiang Bai Hua Cun Pharma Tech Co.,Ltd",6.29,Shanghai,SHH,stock
6968.HK,Ganglong China Property Group Limited,0.16,HKSE,HKSE,stock
0XVU.L,"Zscaler, Inc.",188.562,London Stock Exchange,LSE,stock
RDFN,Redfin Corporation,6.22,NASDAQ Global Select,NASDAQ,stock
MVLD.AS,iShares Edge MSCI Europe Minimum Volatility ESG UCITS ETF,132.96,Amsterdam,EURONEXT,etf
6849.T,Nihon Kohden Corporation,3920.0,Tokyo,JPX,stock
6334.T,"Meiji Machine Co., Ltd.",359.0,Tokyo,JPX,stock
ACAN,"AmeriCann, Inc.",0.075,Other OTC,PNK,stock
BRZV,Fitvia Corp.,0.011,Other OTC,PNK,stock
IEI.V,Imperial Equities Inc.,4.5,Toronto Stock Exchange Ventures,TSXV,stock
2354.T,YE DIGITAL Corporation,716.0,Tokyo,JPX,stock
0299.HK,Glory Sun Land Group Limited,0.195,HKSE,HKSE,stock
NCOD.OL,Norcod AS,12.15,Oslo Stock Exchange,OSL,stock
AM,Antero Midstream Corporation,14.31,New York Stock Exchange,NYSE,stock
6505.TW,Formosa Petrochemical Corporation,72.2,Taiwan,TAI,stock
MCON.L,Mincon Group plc,52.2,London Stock Exchange,LSE,stock
2888.HK,Standard Chartered PLC,66.6,HKSE,HKSE,stock
RXM.AX,Rex Minerals Limited,0.2,Australian Securities Exchange,ASX,stock
002265.SZ,"Yunnan Xiyi Industry Co., Ltd.",10.57,Shenzhen,SHZ,stock
FRVIA.PA,Forvia SE,14.035,Paris,EURONEXT,stock
LGMCX,Loomis Sayles Global Allocation Fund Class C,23.4,NASDAQ,NASDAQ,trust
JATTX,Janus Henderson Triton Fund,26.38,NASDAQ,NASDAQ,trust
000809.SZ,Tieling Newcity Investment Holding (Group) Limited,2.17,Shenzhen,SHZ,stock
INFREA.ST,Infrea AB,11.0,Stockholm Stock Exchange,STO,stock
ASAI3.SA,Sendas Distribuidora S.A.,14.02,São Paulo,SAO,stock
3458.T,"CRE, Inc.",1426.0,Tokyo,JPX,stock
3467.T,Agratio urban design Inc.,1491.0,Tokyo,JPX,stock
000833.SZ,"Guangxi Yuegui Guangye Holdings Co., Ltd.",6.01,Shenzhen,SHZ,stock
GLO,Clough Global Opportunities Fund,5.02,New York Stock Exchange,NYSE,trust
B52.BK,B-52 Capital Public Company Limited,0.71,Thailand,SET,stock
6379.T,RAIZNEXT Corporation,2080.0,Tokyo,JPX,stock
5289.TWO,Innodisk Corporation,316.5,Taipei Exchange,TWO,stock
066570.KS,LG Electronics Inc.,95600.0,KSE,KSC,stock
CHSCO,CHS Inc.,26.95,NASDAQ Global Select,NASDAQ,stock
1417.HK,Riverine China Holdings Limited,0.335,HKSE,HKSE,stock
000722.SZ,"Hunan Development Group Co.,Ltd",9.33,Shenzhen,SHZ,stock
PSCW,Pacer Swan SOS Conservative (April) ETF,23.65,BATS,ETF,etf
FIBI.TA,First International Bank of Israel Ltd,14860.0,Tel Aviv,TLV,stock
CINELINE.BO,Cineline India Limited,125.9,Bombay Stock Exchange,BSE,stock
301536.SZ,SIGMASTAR TECH LTD,39.55,Shenzhen,SHZ,stock
CARBORUNIV.NS,Carborundum Universal Limited,1321.1,National Stock Exchange of India,NSE,stock
300857.SZ,"Sharetronic Data Technology Co., Ltd.",59.27,Shenzhen,SHZ,stock
SIMBHALS.BO,Simbhaoli Sugars Limited,27.5,Bombay Stock Exchange,BSE,stock
300304.SZ,"Jiangsu Yunyi Electric Co.,Ltd.",6.22,Shenzhen,SHZ,stock
ASAL.NS,Automotive Stampings and Assemblies Limited,599.4,National Stock Exchange of India,NSE,stock
002412.SZ,"Hunan Hansen Pharmaceutical Co., Ltd.",5.73,Shenzhen,SHZ,stock
EMP.AX,Emperor Energy Limited,0.013,Australian Securities Exchange,ASX,stock
TTAM.TA,Tiv Taam Holdings 1 Ltd.,509.8,Tel Aviv,TLV,stock
IDNA.L,iShares MSCI North America UCITS ETF,96.02,London Stock Exchange,LSE,etf
BPYPN,Brookfield Property Partners L.P.,13.29,NASDAQ Global Select,NASDAQ,stock
300875.SZ,"Tianjin Jieqiang Power Equipment Co.,Ltd.",32.48,Shenzhen,SHZ,stock
BONAS.ST,Bonäsudden Holding AB (publ),150.0,Stockholm Stock Exchange,STO,stock
EMXF,iShares ESG Advanced MSCI EM ETF,35.6325,NASDAQ Global Market,NASDAQ,etf
0149.HK,China Agri-Products Exchange Limited,0.043,HKSE,HKSE,stock
ASAHIINDIA.BO,Asahi India Glass Limited,562.45,Bombay Stock Exchange,BSE,stock
8869.T,Meiwa Estate Company Limited,1016.0,Tokyo,JPX,stock
1922.HK,"Yincheng Life Service CO., Ltd.",1.95,HKSE,HKSE,stock
9509.T,"Hokkaido Electric Power Company, Incorporated",910.0,Tokyo,JPX,stock
1538.HK,Zhong Ao Home Group Limited,0.35,HKSE,HKSE,stock
QUEST.AT,Quest Holdings S.A.,5.76,Athens,ATH,stock
CORALFINAC.BO,Coral India Finance and Housing Limited,41.25,Bombay Stock Exchange,BSE,stock
RICK,"RCI Hospitality Holdings, Inc.",55.59,NASDAQ Global Market,NASDAQ,stock
DFAM.JK,PT Dafam Property Indonesia Tbk,50.0,Jakarta Stock Exchange,JKT,stock
MICEL.NS,MIC Electronics Limited,42.95,National Stock Exchange of India,NSE,stock
DPWIRES.BO,D P Wires Limited,467.65,Bombay Stock Exchange,BSE,stock
GYC.DE,Grand City Properties S.A.,10.01,Frankfurt Stock Exchange,XETRA,stock
GOS.DE,"The Goldman Sachs Group, Inc.",382.1,Frankfurt Stock Exchange,XETRA,stock
0101.KL,TMC Life Sciences Berhad,0.685,Kuala Lumpur,KLS,stock
688270.SS,"Great Microwave Technology Co., Ltd.",51.83,Shanghai,SHH,stock
FTHM,Fathom Holdings Inc.,1.98,NASDAQ Capital Market,NASDAQ,stock
603880.SS,"Jiangsu Nanfang Medical Co., Ltd.",4.17,Shanghai,SHH,stock
GLAND.BK,Grand Canal Land Public Company Limited,1.65,Thailand,SET,stock
000546.SZ,"Jinyuan EP Co., Ltd.",6.09,Shenzhen,SHZ,stock
1663.HK,Sino Harbour Holdings Group Limited,0.125,HKSE,HKSE,stock
0P0001I2A1.L,Vanguard Investments Money Market Funds - Vanguard Sterling Short-Term Money Market Ins Pls GBP Acc,107.81,London Stock Exchange,LSE,trust
COUK.L,Lyxor iBoxx £ Liquid Corporates Long Dated UCITS ETF,11937.0,London Stock Exchange,LSE,etf
KOPN,Kopin Corporation,1.65,NASDAQ Capital Market,NASDAQ,stock
MOOD,Relative Sentiment Tactical Allocation ETF,28.025,New York Stock Exchange Arca,AMEX,etf
9508.T,"Kyushu Electric Power Company, Incorporated",1344.0,Tokyo,JPX,stock
FUND,"Sprott Focus Trust, Inc.",7.93,NASDAQ Global Market,NASDAQ,stock
MPC.TO,Madison Pacific Properties Inc.,5.76,Toronto Stock Exchange,TSX,stock
PQNAX,Virtus NFJ Mid Cap Value Fund Class A,25.17,NASDAQ,NASDAQ,trust
PULM,"Pulmatrix, Inc.",1.71,NASDAQ Capital Market,NASDAQ,stock
2501.TW,"Cathay Real Estate Development Co.,Ltd.",22.2,Taiwan,TAI,stock
QCLU.L,First Trust Nasdaq Clean Edge Green Energy UCITS ETF,12.925,London Stock Exchange,LSE,etf
TAJGVK.BO,TAJGVK Hotels & Resorts Limited,389.6,Bombay Stock Exchange,BSE,stock
NDA-SE.ST,Nordea Bank Abp,122.5,Stockholm Stock Exchange,STO,stock
EBCOY,Ebara Corporation,45.07,Other OTC,PNK,stock
AROGRANITE.NS,Aro Granite Industries Limited,47.75,National Stock Exchange of India,NSE,stock
PDN,Invesco FTSE RAFI Developed Markets ex-U.S. Small-Mid ETF,32.55,New York Stock Exchange Arca,AMEX,etf
CSGP,"CoStar Group, Inc.",93.17,NASDAQ Global Select,NASDAQ,stock
2207.HK,"Ronshine Service Holding Co., Ltd",0.79,HKSE,HKSE,stock
ALI2S.PA,i2S SA,6.8,Paris,EURONEXT,stock
0P00000SXJ,Franklin Technology Fund A (Acc) USD,45.64,Other OTC,PNK,trust
9666.HK,"Jinke Smart Services Group Co., Ltd.",8.58,HKSE,HKSE,stock
688408.SS,"Arctech Solar Holding Co., Ltd.",93.33,Shanghai,SHH,stock
DEX.DE,Delticom AG,2.34,Frankfurt Stock Exchange,XETRA,stock
NATION.BK,Nation Group (Thailand) Public Company Limited,0.03,Thailand,SET,stock
8395.T,The Bank of Saga Ltd.,2086.0,Tokyo,JPX,stock
NEOEN.PA,Neoen S.A.,26.24,Paris,EURONEXT,stock
300176.SZ,"GuangDong PaiSheng Intelligent Technology Co.,Ltd",5.57,Shenzhen,SHZ,stock
BEKE,KE Holdings Inc.,14.24,New York Stock Exchange,NYSE,stock
CORN,Teucrium Corn Fund,19.78,New York Stock Exchange Arca,AMEX,etf
ENTER.AT,Entersoft S.A.,7.84,Athens,ATH,stock
LBTL.TA,A. Libental Holdings Ltd,1374.0,Tel Aviv,TLV,stock
MOLI.JK,PT Madusari Murni Indah Tbk,326.0,Jakarta Stock Exchange,JKT,stock
CVGI,"Commercial Vehicle Group, Inc.",6.44,NASDAQ Global Select,NASDAQ,stock
605179.SS,"Zhejiang Yiming Food Co., Ltd.",11.3,Shanghai,SHH,stock
TECHNOPACK.BO,Technopack Polymers Limited,76.99,Bombay Stock Exchange,BSE,stock
011000.KS,"GeneOne Life Science, Inc.",2440.0,KSE,KSC,stock
KWE,KWESST Micro Systems Inc.,1.075,NASDAQ Global Select,NASDAQ,stock
DOCS.L,Dr. Martens plc,90.05,London Stock Exchange,LSE,stock
VNA.F,Vonovia SE,26.29,Frankfurt Stock Exchange,XETRA,stock
1941.HK,Ye Xing Group Holdings Limited,0.167,HKSE,HKSE,stock
GSBC,"Great Southern Bancorp, Inc.",52.15,NASDAQ Global Select,NASDAQ,stock
COMAN.BK,Comanche International Public Company Limited,3.52,Thailand,SET,stock
QTCOM.HE,Qt Group Oyj,73.55,Helsinki,HEL,stock
EPSN,Epsilon Energy Ltd.,5.51,NASDAQ Global Market,NASDAQ,stock
300629.SZ,"Guangdong Kingstrong Technology Co., Ltd.",20.47,Shenzhen,SHZ,stock
DEMZ,Democratic Large Cap Core ETF,32.836,NASDAQ Global Market,NASDAQ,etf
TVSSCS.BO,TVS Supply Chain Solutions Limited,172.4,Bombay Stock Exchange,BSE,stock
TKLF,"Yoshitsu Co., Ltd",0.2479,NASDAQ Capital Market,NASDAQ,stock
4261.SR,Theeb Rent A Car Company,67.0,Saudi,SAU,stock
600962.SS,"SDIC Zhonglu Fruit Juice Co.,Ltd.",9.9,Shanghai,SHH,stock
FLT.V,Drone Delivery Canada Corp.,0.235,Toronto Stock Exchange Ventures,TSXV,stock
000711.SZ,"Kingland Technology Co.,Ltd.",1.75,Shenzhen,SHZ,stock
1200.HK,Midland Holdings Limited,0.95,HKSE,HKSE,stock
VISESHINFO.BO,MPS Infotecnics Limited,0.49,Bombay Stock Exchange,BSE,stock
RRTIX,T. Rowe Price Retirement Balanced Fund,13.07,NASDAQ,NASDAQ,trust
AREA.JK,,108.0,Jakarta Stock Exchange,JKT,stock
603901.SS,"Hangzhou Youngsun Intelligent Equipment Co., Ltd.",8.68,Shanghai,SHH,stock
000519.SZ,"North Industries Group Red Arrow Co., Ltd",12.85,Shenzhen,SHZ,stock
MFBP,"M&F Bancorp, Inc.",12.5,Other OTC,PNK,stock
SML.NZ,Synlait Milk Limited,0.68,NZSE,NZE,stock
UST,ProShares Ultra 7-10 Year Treasury,42.2799,New York Stock Exchange Arca,AMEX,etf
002386.SZ,"Yibin Tianyuan Group Co., Ltd.",4.96,Shenzhen,SHZ,stock
HAE,Haemonetics Corporation,84.17,New York Stock Exchange,NYSE,stock
IEEM.L,iShares MSCI EM UCITS ETF USD (Dist),3252.25,London Stock Exchange,LSE,etf
8818.T,"Keihanshin Building Co., Ltd.",1574.0,Tokyo,JPX,stock
JINDALPOLY.NS,Jindal Poly Films Limited,533.0,National Stock Exchange of India,NSE,stock
KRO,"Kronos Worldwide, Inc.",11.84,New York Stock Exchange,NYSE,stock
ARKF,ARK Fintech Innovation ETF,29.46,New York Stock Exchange Arca,AMEX,etf
002630.SZ,"China Western Power Industrial Co., Ltd.",2.76,Shenzhen,SHZ,stock
8944.T,"Land Business Co.,Ltd.",275.0,Tokyo,JPX,stock
002925.SZ,Xiamen Intretech Inc.,15.73,Shenzhen,SHZ,stock
2376.HK,"Lushang Life Services Co., Ltd.",1.97,HKSE,HKSE,stock
HHL.TO,Harvest Healthcare Leaders Income ETF,8.28,Toronto Stock Exchange,TSX,etf
NRO.PA,Neurones S.A.,45.9,Paris,EURONEXT,stock
3482.T,Loadstar Capital K.K.,2760.0,Tokyo,JPX,stock
000801.SZ,"Sichuan Jiuzhou Electronic Co., Ltd.",13.27,Shenzhen,SHZ,stock
NDISTABAKL1.CO,Nordea Invest Stabile Aktier,102.5,Copenhagen,CPH,stock
MET,"MetLife, Inc.",73.23,New York Stock Exchange,NYSE,stock
2503.T,"Kirin Holdings Company, Limited",2080.0,Tokyo,JPX,stock
SPI.BK,Saha Pathana Inter-Holding Public Company Limited,71.5,Thailand,SET,stock
BAVA.CO,Bavarian Nordic A/S,162.5,Copenhagen,CPH,stock
UK,Ucommune International Ltd,2.199,NASDAQ Capital Market,NASDAQ,stock
3HCL.L,WisdomTree Copper 3x Daily Leveraged,15.1425,London Stock Exchange,LSE,etf
WXHG.AX,SPDR S&P World ex Australia Carbon Control (Hedged) Fund,24.71,Australian Securities Exchange,ASX,etf
2488.KL,Alliance Bank Malaysia Berhad,3.71,Kuala Lumpur,KLS,stock
DOPIX,BNY Mellon Opportunistic Small Cap Fund Class I,29.3,NASDAQ,NASDAQ,trust
0Y0Y.L,Accenture plc,333.8234,London Stock Exchange,LSE,stock
FSGIX,Federated Hermes Short-Term Government Fund SS Class,9.61,NASDAQ,NASDAQ,trust
0223.HK,Elife Holdings Limited,0.248,HKSE,HKSE,stock
2980.T,SRE Holdings Corporation,4125.0,Tokyo,JPX,stock
COR,Cencora,243.09,New York Stock Exchange,NYSE,stock
TAUG,"Tauriga Sciences, Inc.",1e-05,Other OTC,PNK,stock
EPRX.TO,Eupraxia Pharmaceuticals Inc.,3.94,Toronto Stock Exchange,TSX,stock
AFT.JO,Afrimat Limited,5769.0,Johannesburg,JNB,stock
1778.HK,"Colour Life Services Group Co., Limited",0.192,HKSE,HKSE,stock
1710.TW,Oriental Union Chemical Corporation,18.05,Taiwan,TAI,stock
MDBE.DE,UBS (Lux) Fund Solutions – Sustainable Development Bank Bonds UCITS ETF,9.6052,Frankfurt Stock Exchange,XETRA,etf
HC.V,Hypercharge Networks Corp.,0.17,TSXV,TSX,stock
3037.TW,Unimicron Technology Corp.,193.5,Taiwan,TAI,stock
086450.KQ,"DongKook Pharmaceutical Co., Ltd.",16720.0,KOSDAQ,KOE,stock
300083.SZ,Guangdong Create Century Intelligent Equipment Group Corporation Limited,6.48,Shenzhen,SHZ,stock
2514.TW,"Long Bon International Co.,Ltd",15.25,Taiwan,TAI,stock
QUERX,AQR Large Cap Defensive Style Fund Class R6,23.63,NASDAQ,NASDAQ,trust
MDPR.TA,Medipower (Overseas) Public Co. Limited,530.6,Tel Aviv,TLV,stock
TEG.AX,Triangle Energy (Global) Limited,0.018,Australian Securities Exchange,ASX,stock
SBGI,"Sinclair Broadcast Group, Inc.",12.52,NASDAQ Global Select,NASDAQ,stock
ISN.SW,Intershop Holding AG,620.0,Swiss Exchange,SIX,stock
0354.HK,Chinasoft International Limited,4.77,HKSE,HKSE,stock
TNE5.DE,"Telefónica, S.A.",4.081,Frankfurt Stock Exchange,XETRA,stock
3244.T,"Samty Co., Ltd.",2761.0,Tokyo,JPX,stock
GB00BJYDH394.SG,WisdomTree Ethereum,29.45,Stuttgart,XETRA,trust
FAHY.L,Invesco US High Yield Fallen Angels UCITS ETF,1707.0,London Stock Exchange,LSE,etf
KW,"Kennedy-Wilson Holdings, Inc.",8.34,New York Stock Exchange,NYSE,stock
BYRE,Principal Real Estate Active Opportunities ETF,22.88,New York Stock Exchange Arca,AMEX,etf
MMG.V,Metallic Minerals Corp.,0.315,Toronto Stock Exchange Ventures,TSXV,stock
MLG.WA,MLP Group S.A.,75.6,Warsaw Stock Exchange,WSE,stock
PHN.WA,Polski Holding Nieruchomosci S.A.,11.7,Warsaw Stock Exchange,WSE,stock
0433.HK,North Mining Shares Company Limited,0.065,HKSE,HKSE,stock
CBZ,"CBIZ, Inc.",76.5,New York Stock Exchange,NYSE,stock
HMI.WA,HM Inwest S.A.,47.6,Warsaw Stock Exchange,WSE,stock
2530.TW,"Delpha Construction Co.,Ltd.",47.45,Taiwan,TAI,stock
0089.HK,Tai Sang Land Development Limited,2.02,HKSE,HKSE,stock
WTFCM,Wintrust Financial Corporation,23.32,NASDAQ Global Select,NASDAQ,stock
300249.SZ,"Yimikang Tech.Group Co., Ltd.",7.68,Shenzhen,SHZ,stock
POWERGRID.NS,Power Grid Corporation of India Limited,279.55,National Stock Exchange of India,NSE,stock
WBE.AX,Whitebark Energy Limited,0.015,Australian Securities Exchange,ASX,stock
0F0J.L,Kitron ASA,34.48952,London Stock Exchange,LSE,stock
OTCFX,T. Rowe Price Small-Cap Stock Fund,59.73,NASDAQ,NASDAQ,trust
002335.SZ,"Kehua Data Co., Ltd.",30.48,Shenzhen,SHZ,stock
3640.T,"Densan Co., Ltd.",1500.0,Tokyo,JPX,stock
3062.TW,"CyberTAN Technology, Inc.",24.0,Taiwan,TAI,stock
2109.TW,"Hwa Fong Rubber Industrial Co., Ltd.",17.5,Taiwan,TAI,stock
TRJ.AX,Trajan Group Holdings Limited,1.075,Australian Securities Exchange,ASX,stock
0094.HK,Greenheart Group Limited,0.044,HKSE,HKSE,stock
WARN.SW,Warteck Invest AG,1840.0,Swiss Exchange,SIX,stock
ASGN,ASGN Incorporated,100.87,New York Stock Exchange,NYSE,stock
298000.KS,Hyosung Chemical Corporation,63400.0,KSE,KSC,stock
CEMAT.CO,Cemat A/S,0.908,Copenhagen,CPH,stock
EPAR3.SA,Embpar Participacoes S.A.,8.19,São Paulo,SAO,stock
7447.T,"Nagaileben Co., Ltd.",2350.0,Tokyo,JPX,stock
0798.HK,China Electronics Optics Valley Union Holding Company Limited,0.365,HKSE,HKSE,stock
002174.SZ,"YOOZOO Interactive Co., Ltd.",10.27,Shenzhen,SHZ,stock
MAYS,"J.W. Mays, Inc.",47.0,NASDAQ Capital Market,NASDAQ,stock
ALG.WA,All in! Games S.A.,1.49,Warsaw Stock Exchange,WSE,stock
NOTE-WT,"FiscalNote Holdings, Inc.",0.29,New York Stock Exchange,NYSE,stock
KEC.NS,KEC International Limited,735.0,National Stock Exchange of India,NSE,stock
MONET.PR,"MONETA Money Bank, a.s.",102.0,Prague,PRA,stock
BIRDF,Bird Construction Inc.,13.81,Other OTC,PNK,stock
DL2P.L,L&G DAX Daily 2x Long UCITS ETF,38545.0,London Stock Exchange,LSE,etf
600667.SS,Wuxi Taiji Industry Limited Corporation,6.69,Shanghai,SHH,stock
SCC.TA,Space-Communication Ltd,60.1,Tel Aviv,TLV,stock
BEV.CN,BevCanna Enterprises Inc.,1.45,Canadian Securities Exchange,CNQ,stock
0989.HK,Hua Yin International Holdings Limited,0.06,HKSE,HKSE,stock
0QOL.L,Kardex Holding AG,252.16406,London Stock Exchange,LSE,stock
002920.SZ,"Huizhou Desay SV Automotive Co., Ltd.",125.62,Shenzhen,SHZ,stock
INDUSFINL.BO,Indus Finance Limited,16.26,Bombay Stock Exchange,BSE,stock
002466.SZ,Tianqi Lithium Corporation,50.62,Shenzhen,SHZ,stock
GEA.WA,Grenevia S.A.,3.05,Warsaw Stock Exchange,WSE,stock
600657.SS,"Cinda Real Estate Co., Ltd.",3.66,Shanghai,SHH,stock
FNOVA-B.ST,Fortinova Fastigheter AB (Publ),24.9,Stockholm Stock Exchange,STO,stock
HLVX,"HilleVax, Inc.",15.65,NASDAQ Global Select,NASDAQ,stock
002366.SZ,"Taihai Manoir Nuclear Equipment Co., Ltd.",4.58,Shenzhen,SHZ,stock
CALT,Calliditas Therapeutics AB (publ),21.25,NASDAQ Global Select,NASDAQ,stock
DHT,"DHT Holdings, Inc.",11.58,New York Stock Exchange,NYSE,stock
SWRBY,Swire Pacific Limited,6.4708,Other OTC,PNK,stock
033240.KS,"Jahwa Electronics. Co., Ltd",24100.0,KSE,KSC,stock
GLDV.L,SPDR S&P Global Dividend Aristocrats UCITS ETF,30.98,London Stock Exchange,LSE,etf
300466.SZ,"Saimo Technology Co.,Ltd.",8.7,Shenzhen,SHZ,stock
T1L.DE,S IMMO AG,17.85,Frankfurt Stock Exchange,XETRA,stock
0410.HK,SOHO China Limited,0.65,HKSE,HKSE,stock
COIHY,Croda International Plc,30.3,Other OTC,PNK,stock
002506.SZ,"GCL System Integration Technology Co., Ltd.",2.61,Shenzhen,SHZ,stock
EBBNF,Enbridge Inc.,20.86,Other OTC,PNK,stock
MOL.WA,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,32.12,Warsaw Stock Exchange,WSE,stock
002900.SZ,"Harbin Medisan Pharmaceutical Co., Ltd.",10.31,Shenzhen,SHZ,stock
BRAX.CN,Braxia Scientific Corp.,0.005,Canadian Securities Exchange,CNQ,stock
DTOL.TO,D2L Inc.,10.7,Toronto Stock Exchange,TSX,stock
8975.T,Ichigo Office REIT Investment Corporation,80000.0,Tokyo,JPX,stock
IBCM.DE,iShares € Govt Bond 7-10yr UCITS ETF,188.4,Frankfurt Stock Exchange,XETRA,etf
PROCW,"Procaps Group, S.A.",0.0783,NASDAQ Global Market,NASDAQ,stock
6044.T,Sanki Service Corporation,1559.0,Tokyo,JPX,stock
2202.HK,"China Vanke Co., Ltd.",4.72,HKSE,HKSE,stock
EMEAX,Ashmore Emerging Markets Equity Fund - Class A,10.91,NASDAQ,NASDAQ,trust
025750.KS,"Hansol HomeDeco Co., Ltd.",787.0,KSE,KSC,stock
SHD.WA,Soho Development S.A.,0.426,Warsaw Stock Exchange,WSE,stock
CORALFINAC.NS,Coral India Finance and Housing Limited,40.75,National Stock Exchange of India,NSE,stock
ELEF.TO,Silver Elephant Mining Corp.,0.34,Toronto Stock Exchange,TSX,stock
ALADO.PA,Adomos S.A.,0.001,Paris,EURONEXT,stock
1555.HK,MIE Holdings Corporation,0.031,HKSE,HKSE,stock
ARTE.PA,Artea SA,14.1,Paris,EURONEXT,stock
TMSNY,Temenos AG,70.06,Other OTC,PNK,stock
3446.T,JTEC Corporation,2010.0,Tokyo,JPX,stock
STMDX,Sterling Capital Real Estate Fund Institutional Class,34.11,NASDAQ,NASDAQ,trust
BAMV,Brookstone Value Stock ETF,29.85,Cboe US,ETF,etf
BISI.JK,PT BISI International Tbk,1895.0,Jakarta Stock Exchange,JKT,stock
000498.SZ,"Shandong Hi-Speed Road and Bridge Group Co., Ltd.",5.62,Shenzhen,SHZ,stock
300181.SZ,"Zhejiang Jolly Pharmaceutical Co.,LTD",13.11,Shenzhen,SHZ,stock
INNI,"Innovaro, Inc.",0.0123,Other OTC,PNK,stock
600162.SS,"Shenzhen HeungKong Holding Co.,Ltd",1.57,Shanghai,SHH,stock
9514.T,EF-ON Inc.,421.0,Tokyo,JPX,stock
LTXFX,American Funds Ltd Term Tax-Ex Bond Fd of America Cl F-1 Shs,15.21,NASDAQ,NASDAQ,trust
EOF.AX,Ecofibre Limited,0.081,Australian Securities Exchange,ASX,stock
002969.SZ,"Jiamei Food Packaging (Chuzhou) Co.,Ltd",3.68,Shenzhen,SHZ,stock
ACRO.TA,Kvutzat Acro Ltd,4281.0,Tel Aviv,TLV,stock
NTGR.TA,Netanel Group Ltd,1156.0,Tel Aviv,TLV,stock
STER,Sterling Check Corp.,15.9,NASDAQ Global Select,NASDAQ,stock
EFGSY,Eiffage SA,22.2175,Other OTC,PNK,stock
CEBU.DE,ISHS IV.D.C.BD HGDEOA,5.166,XETRA,XETRA,etf
QYBX,"Qian Yuan Baixing, Inc.",0.0021,Other OTC,PNK,stock
002375.SZ,"Zhejiang Yasha Decoration Co.,Ltd",4.0,Shenzhen,SHZ,stock
301151.SZ,"Shanghai Karon Eco-Valve Manufacturing Co., Ltd.",16.5,Shenzhen,SHZ,stock
